params,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 0.8, 'classification__n_estimators': 500, 'classification__random_state': 24, 'feature_selection__k': 400}",0.8610305414129774,0.046697860747044975,37,580.589935541153,128.6838369518777,2.4852596124013266,0.8764036280679799
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 1, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 75}",0.528719566461472,0.10227150049254165,217,2.1714343229929605,0.724923373236498,0.21067984898885092,0.09775516114253384
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 1, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 100}",0.528719566461472,0.10227150049254165,217,2.315756638844808,0.18736037641586187,0.2682497501373291,0.19005044587350287
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 1, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 150}",0.528719566461472,0.10227150049254165,217,2.282198190689087,0.6424934348789406,0.2962971528371175,0.10334796714377908
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 1, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 200}",0.528719566461472,0.10227150049254165,217,2.3008832931518555,0.675030287600534,0.3264474868774414,0.0681056826570861
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 1, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 300}",0.528719566461472,0.10227150049254165,217,2.7178894678751626,0.37705370617438455,0.33006906509399414,0.15070102478506378
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 1, 'classification__n_estimators': 100, 'classification__random_state': 24, 'feature_selection__k': 400}",0.528719566461472,0.10227150049254165,217,4.366610129674275,0.3506906675223325,0.43878746032714844,0.23249715320725506
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 1, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 75}",0.528719566461472,0.10227150049254165,217,4.280237118403117,0.8434101214520967,0.4519987106323242,0.1677998081272356
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 1, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 100}",0.528719566461472,0.10227150049254165,217,3.432279030481974,0.6731039430990657,0.4790803591410319,0.2241467679839825
"{'classification__criterion': 'gini', 'classification__max_depth': 10, 'classification__max_samples': 1, 'classification__n_estimators': 300, 'classification__random_state': 24, 'feature_selection__k': 150}",0.528719566461472,0.10227150049254165,217,3.1750030517578125,0.38016141099889034,0.5107587973276774,0.23298085966496987
